"","FIPS","State","County","PopDensity2010","Households","Pop2010","PCI","MetroNonMetro"
"1101",37017,"NC","Bladen",40.25,13968,35190,20803,"Nonmetro"
"1102",37019,"NC","Brunswick",126.84,54226,107431,31204,"Metro"
"1103",37021,"NC","Buncombe",362.92,107093,238318,31439,"Metro"
"1104",37023,"NC","Burke",179.28,34672,90912,23466,"Metro"
"1105",37025,"NC","Cabarrus",492.08,72299,178011,31050,"Metro"
"1106",37027,"NC","Caldwell",176.07,32594,83029,22945,"Metro"
"1107",37029,"NC","Camden",41.49,3836,9980,26951,"Nonmetro"
"1108",37031,"NC","Carteret",131.3,29690,66469,32005,"Nonmetro"
"1109",37033,"NC","Caswell",55.82,9110,23719,22982,"Nonmetro"
"1110",37035,"NC","Catawba",387.13,61099,154358,26950,"Metro"
"1111",37037,"NC","Chatham",93.09,28527,63505,39299,"Metro"
"1112",37039,"NC","Cherokee",60.26,11895,27444,22754,"Nonmetro"
"1113",37041,"NC","Chowan",85.77,5984,14793,24084,"Nonmetro"
"1114",37043,"NC","Clay",49.3,5062,10587,26590,"Nonmetro"
"1115",37045,"NC","Cleveland",211.26,36882,98078,21920,"Nonmetro"
"1116",37047,"NC","Columbus",61.98,22306,58098,22081,"Nonmetro"
"1117",37049,"NC","Craven",146,40871,103505,28007,"Metro"
"1118",37051,"NC","Cumberland",489.69,124418,319431,24301,"Metro"
"1119",37053,"NC","Currituck",89.92,10148,23547,30017,"Metro"
"1120",37055,"NC","Dare",88.47,15441,33920,33550,"Nonmetro"
"1121",37057,"NC","Davidson",294.71,65471,162878,25109,"Metro"
"1122",37059,"NC","Davie",156.15,15999,41240,29613,"Metro"
"1123",37061,"NC","Duplin",71.68,21781,58505,19455,"Nonmetro"
"1124",37063,"NC","Durham",935.7,123444,267587,34063,"Metro"
"1125",37065,"NC","Edgecombe",111.91,21371,56552,20055,"Metro"
"1126",37067,"NC","Forsyth",859.17,146685,350670,29921,"Metro"
"1127",37069,"NC","Franklin",123.29,24749,60619,26273,"Metro"
"1128",37071,"NC","Gaston",578.85,81494,206086,26069,"Metro"
"1129",37073,"NC","Gates",35.83,4477,12197,25334,"Metro"
"1130",37075,"NC","Graham",30.34,3288,8861,19323,"Nonmetro"
"1131",37077,"NC","Granville",112.72,21030,59916,26228,"Nonmetro"
"1132",37079,"NC","Greene",80.33,7259,21362,18339,"Nonmetro"
"1133",37081,"NC","Guilford",756.39,202731,488406,29708,"Metro"
"1134",37083,"NC","Halifax",75.53,21116,54691,21016,"Nonmetro"
"1135",37085,"NC","Harnett",192.74,45086,114678,23011,"Nonmetro"
"1136",37087,"NC","Haywood",106.62,26336,59036,29453,"Metro"
"1137",37089,"NC","Henderson",286.11,48281,106740,29860,"Metro"
"1138",37091,"NC","Hertford",69.87,8899,24669,18918,"Nonmetro"
"1139",37093,"NC","Hoke",120.16,17722,46952,20656,"Metro"
"1140",37095,"NC","Hyde",9.48,1769,5810,18433,"Nonmetro"
"1141",37097,"NC","Iredell",277.85,65246,159437,32006,"Metro"
"1142",37099,"NC","Jackson",82.06,16642,40271,24073,"Nonmetro"
"1143",37101,"NC","Johnston",213.42,67154,168878,25847,"Metro"
"1144",37103,"NC","Jones",21.57,4137,10153,21539,"Metro"
"1145",37105,"NC","Lee",226.96,21744,57866,23842,"Nonmetro"
"1146",37107,"NC","Lenoir",148.52,23121,59495,22361,"Nonmetro"
"1147",37109,"NC","Lincoln",262.69,32022,78265,29089,"Metro"
"1148",37111,"NC","McDowell",102.12,17961,44996,22725,"Nonmetro"
"1149",37113,"NC","Macon",65.8,15699,33922,28429,"Nonmetro"
"1150",37115,"NC","Madison",46.19,8452,20764,25326,"Metro"
"1151",37117,"NC","Martin",53.13,9471,24505,23269,"Nonmetro"
"1152",37119,"NC","Mecklenburg",1755.54,403546,919628,37298,"Metro"
"1153",37121,"NC","Mitchell",70.36,6361,15579,23907,"Nonmetro"
"1154",37123,"NC","Montgomery",56.53,10411,27798,22760,"Nonmetro"
"1155",37125,"NC","Moore",126.46,38965,88247,33432,"Nonmetro"
"1156",37127,"NC","Nash",177.35,36720,95840,26980,"Metro"
"1157",37129,"NC","New Hanover",1058.12,93636,202667,32629,"Metro"
"1158",37131,"NC","Northampton",41.18,8628,22099,20538,"Nonmetro"
"1159",37133,"NC","Onslow",233.07,64065,177772,23783,"Metro"
"1160",37135,"NC","Orange",336.22,52529,133801,40650,"Metro"
"1161",37137,"NC","Pamlico",39.06,5352,13144,27026,"Metro"
"1162",37139,"NC","Pasquotank",179.22,14780,40661,23699,"Nonmetro"
"1163",37141,"NC","Pender",60.03,21766,52217,27724,"Metro"
"1164",37143,"NC","Perquimans",54.45,5919,13453,25809,"Nonmetro"
"1165",37145,"NC","Person",100.59,15744,39464,25922,"Metro"
"1166",37147,"NC","Pitt",257.91,69169,168148,25722,"Metro"
"1167",37149,"NC","Polk",86.25,9047,20510,30344,"Nonmetro"
"1168",37151,"NC","Randolph",181.15,56041,141752,24127,"Metro"
"1169",37153,"NC","Richmond",98.43,18546,46639,20745,"Nonmetro"
"1170",37155,"NC","Robeson",141.35,45969,134168,17881,"Nonmetro"
"1171",37157,"NC","Rockingham",165.58,37201,93643,23604,"Metro"
"1172",37159,"NC","Rowan",270.7,52301,138428,25117,"Metro"
"1173",37161,"NC","Rutherford",120.2,26345,67810,22493,"Nonmetro"
"1174",37163,"NC","Sampson",67.14,23537,63431,21950,"Nonmetro"
"1175",37165,"NC","Scotland",113.4,13113,36157,18242,"Nonmetro"
"1176",37167,"NC","Stanly",153.35,23717,60585,24671,"Nonmetro"
"1177",37169,"NC","Stokes",105.6,19302,47401,25091,"Metro"
"1178",37171,"NC","Surry",138.44,28985,73673,23957,"Nonmetro"
"1179",37173,"NC","Swain",26.48,5443,13981,20984,"Nonmetro"
"1180",37175,"NC","Transylvania",87.42,14123,33090,27050,"Nonmetro"
"1181",37177,"NC","Tyrrell",11.33,1631,4407,18682,"Nonmetro"
"1182",37179,"NC","Union",318.74,75165,201292,34379,"Metro"
"1183",37181,"NC","Vance",179.17,16854,45422,23211,"Nonmetro"
"1184",37183,"NC","Wake",1078.75,390498,900993,39102,"Metro"
"1185",37185,"NC","Warren",48.95,7780,20972,22461,"Nonmetro"
"1186",37187,"NC","Washington",38,5073,13228,21043,"Nonmetro"
"1187",37189,"NC","Watauga",163.42,20355,51079,24906,"Nonmetro"
"1188",37191,"NC","Wayne",221.71,48153,122623,24124,"Metro"
"1189",37193,"NC","Wilkes",91.93,28355,69340,23745,"Nonmetro"
"1190",37195,"NC","Wilson",220.64,32128,81234,24273,"Nonmetro"
"1191",37197,"NC","Yadkin",114.7,15448,38406,23566,"Metro"
"1192",37199,"NC","Yancey",57,7402,17818,23264,"Nonmetro"
"1193",39001,"OH","Adams",48.9,10835,28550,21543,"Nonmetro"
"1194",39003,"OH","Allen",264.18,40537,106331,25662,"Metro"
"1195",39005,"OH","Ashland",125.64,20439,53139,25471,"Nonmetro"
"1196",39007,"OH","Ashtabula",144.6,37652,101497,22817,"Nonmetro"
"1197",39009,"OH","Athens",128.59,22620,64757,20745,"Nonmetro"
"1198",39011,"OH","Auglaize",114.48,18723,45949,29908,"Nonmetro"
"1199",39013,"OH","Belmont",132.3,26200,70400,26106,"Metro"
"1200",39015,"OH","Brown",91.52,17434,44846,25637,"Metro"
"1201",39017,"OH","Butler",788.19,138226,368130,30777,"Metro"
"1202",39019,"OH","Carroll",73.07,11126,28836,28421,"Metro"
"1203",39021,"OH","Champaign",93.54,15209,40097,26515,"Nonmetro"
"1204",39023,"OH","Clark",348.03,54905,138333,25948,"Metro"
"1205",39025,"OH","Clermont",436.55,77181,197363,32900,"Metro"
"1206",39027,"OH","Clinton",102.87,16370,42040,26861,"Nonmetro"
"1207",39029,"OH","Columbiana",202.75,41854,107841,25853,"Nonmetro"
"1208",39031,"OH","Coshocton",65.44,14461,36901,22471,"Nonmetro"
"1209",39033,"OH","Crawford",108.97,17755,43784,24513,"Nonmetro"
"1210",39035,"OH","Cuyahoga",2799.97,538531,1280122,31804,"Metro"
"1211",39037,"OH","Darke",88.55,20838,52959,26262,"Nonmetro"
"1212",39039,"OH","Defiance",94.87,15213,39037,28491,"Nonmetro"
"1213",39041,"OH","Delaware",393.17,68649,174214,47183,"Metro"
"1214",39043,"OH","Erie",306.41,31301,77079,31677,"Nonmetro"
"1215",39045,"OH","Fairfield",289.76,55748,146156,31136,"Metro"
"1216",39047,"OH","Fayette",71.44,11736,29030,24931,"Nonmetro"
"1217",39049,"OH","Franklin",2186.1,504702,1163414,32552,"Metro"
"1218",39051,"OH","Fulton",105.31,16425,42698,28411,"Metro"
"1219",39053,"OH","Gallia",66.31,11662,30934,22588,"Nonmetro"
"1220",39055,"OH","Geauga",233.38,35285,93389,42149,"Metro"
"1221",39057,"OH","Greene",390.53,65406,161573,34682,"Metro"
"1222",39059,"OH","Guernsey",76.76,16098,40087,23599,"Nonmetro"
"1223",39061,"OH","Hamilton",1976.73,339966,802374,34125,"Metro"
"1224",39063,"OH","Hancock",140.74,31887,74782,30794,"Nonmetro"
"1225",39065,"OH","Hardin",68.15,11495,32058,22329,"Nonmetro"
"1226",39067,"OH","Harrison",39.43,6200,15864,24108,"Nonmetro"
"1227",39069,"OH","Henry",67.82,11065,28215,28328,"Nonmetro"
"1228",39071,"OH","Highland",78.81,16646,43589,22624,"Nonmetro"
"1229",39073,"OH","Hocking",69.73,11120,29380,24138,"Metro"
"1230",39075,"OH","Holmes",100.27,12437,42366,22923,"Nonmetro"
"1231",39077,"OH","Huron",121.32,22860,59626,25375,"Nonmetro"
"1232",39079,"OH","Jackson",79.05,12892,33225,22117,"Nonmetro"
"1233",39081,"OH","Jefferson",170.72,27363,69709,25658,"Metro"
"1234",39083,"OH","Knox",115.93,23340,60921,25589,"Nonmetro"
"1235",39085,"OH","Lake",1011.2,95980,230041,33737,"Metro"
"1236",39087,"OH","Lawrence",137.75,23540,62450,23692,"Metro"
"1237",39089,"OH","Licking",243.94,64016,166492,30338,"Metro"
"1238",39091,"OH","Logan",100.03,18654,45858,27840,"Nonmetro"
"1239",39093,"OH","Lorain",613.63,119536,301356,29777,"Metro"
"1240",39095,"OH","Lucas",1296.2,179065,441815,28361,"Metro"
"1241",39097,"OH","Madison",93.23,15080,43435,28331,"Metro"
"1242",39099,"OH","Mahoning",580.2,98052,238823,27429,"Metro"
"1243",39101,"OH","Marion",164.71,24616,66501,22878,"Nonmetro"
"1244",39103,"OH","Medina",408.99,68121,172332,35979,"Metro"
"1245",39105,"OH","Meigs",55.27,9193,23770,23897,"Nonmetro"
"1246",39107,"OH","Mercer",88.26,16104,40814,28513,"Nonmetro"
"1247",39109,"OH","Miami",252.12,41081,102506,29703,"Metro"
"1248",39111,"OH","Monroe",32.13,5945,14642,25141,"Nonmetro"
"1249",39113,"OH","Montgomery",1159.46,223894,535153,28807,"Metro"
"1250",39115,"OH","Morgan",36.15,6147,15054,22454,"Nonmetro"
"1251",39117,"OH","Morrow",85.76,12650,34827,27212,"Metro"
"1252",39119,"OH","Muskingum",129.52,34239,86074,24080,"Nonmetro"
"1253",39121,"OH","Noble",36.8,4967,14645,24616,"Nonmetro"
"1254",39123,"OH","Ottawa",162.52,17691,41428,33081,"Nonmetro"
"1255",39125,"OH","Paulding",47.1,7770,19614,25918,"Nonmetro"
"1256",39127,"OH","Perry",88.38,13547,36058,22659,"Metro"
"1257",39129,"OH","Pickaway",111.1,19728,55698,26515,"Metro"
"1258",39131,"OH","Pike",65.21,10822,28709,22301,"Nonmetro"
"1259",39133,"OH","Portage",331.2,61993,161419,29439,"Metro"
"1260",39135,"OH","Preble",99.67,16090,42270,27031,"Nonmetro"
"1261",39137,"OH","Putnam",71.5,13236,34499,30064,"Nonmetro"
"1262",39139,"OH","Richland",251.33,47998,124475,24545,"Metro"
"1263",39141,"OH","Ross",113.27,28747,78064,23756,"Nonmetro"
"1264",39143,"OH","Sandusky",149.21,23562,60944,26256,"Nonmetro"
"1265",39145,"OH","Scioto",130.28,30086,79499,23042,"Nonmetro"
"1266",39147,"OH","Seneca",102.98,21652,56745,25555,"Nonmetro"
"1267",39149,"OH","Shelby",121.23,18643,49423,29008,"Nonmetro"
"1268",39151,"OH","Stark",652.89,152649,375586,28434,"Metro"
"1269",39153,"OH","Summit",1312.62,224385,541781,32055,"Metro"
"1270",39155,"OH","Trumbull",340.15,86163,210312,26116,"Metro"
"1271",39157,"OH","Tuscarawas",163.1,36817,92582,26034,"Nonmetro"
"1272",39159,"OH","Union",121.14,19546,52300,34691,"Metro"
"1273",39161,"OH","Van Wert",70.25,11419,28744,26698,"Nonmetro"
"1274",39163,"OH","Vinton",32.58,5111,13435,20823,"Nonmetro"
"1275",39165,"OH","Warren",529.99,81859,212693,39448,"Metro"
"1276",39167,"OH","Washington",97.75,25139,61778,27860,"Nonmetro"
"1277",39169,"OH","Wayne",206.37,43385,114520,26822,"Nonmetro"
"1278",39171,"OH","Williams",89.42,15246,37642,25428,"Nonmetro"
"1279",39173,"OH","Wood",203.32,50443,125488,31324,"Metro"
"1280",39175,"OH","Wyandot",55.58,9076,22615,27037,"Nonmetro"
"1281",42001,"PA","Adams",195.51,39221,101407,30534,"Metro"
"1282",42003,"PA","Allegheny",1675.65,537960,1223348,36907,"Metro"
"1283",42005,"PA","Armstrong",105.54,27990,68941,26465,"Metro"
"1284",42007,"PA","Beaver",392.3,70817,170539,30016,"Metro"
"1285",42009,"PA","Bedford",49.16,19674,49762,25163,"Nonmetro"
"1286",42011,"PA","Berks",480.37,154467,411442,30187,"Metro"
"1287",42013,"PA","Blair",241.71,51625,127089,26648,"Metro"
"1288",42015,"PA","Bradford",54.58,24812,62622,27319,"Nonmetro"
"1289",42017,"PA","Bucks",1034.65,237383,625249,44103,"Metro"
"1290",42019,"PA","Butler",233.15,76240,183862,36383,"Metro"
"1291",42021,"PA","Cambria",208.73,56793,143679,25779,"Metro"
"1292",42023,"PA","Cameron",12.83,2232,5085,25898,"Nonmetro"
"1293",42025,"PA","Carbon",171.05,25739,65249,26867,"Metro"
"1294",42027,"PA","Centre",138.74,57908,153990,29432,"Metro"
"1295",42029,"PA","Chester",664.73,189592,498886,48225,"Metro"
"1296",42031,"PA","Clarion",66.55,15824,39988,24293,"Nonmetro"
"1297",42033,"PA","Clearfield",71.32,31349,81642,23743,"Nonmetro"
"1298",42035,"PA","Clinton",44.19,14744,39238,23780,"Nonmetro"
"1299",42037,"PA","Columbia",139.3,26582,67295,25794,"Metro"
"1300",42039,"PA","Crawford",87.69,35012,88765,25731,"Nonmetro"
"1301",42041,"PA","Cumberland",431.57,98877,235406,36012,"Metro"
"1302",42043,"PA","Dauphin",510.62,111684,268100,32485,"Metro"
"1303",42045,"PA","Delaware",3040.52,206405,558979,38251,"Metro"
"1304",42047,"PA","Elk",38.61,13727,31946,28476,"Nonmetro"
"1305",42049,"PA","Erie",351.08,110050,280566,27349,"Metro"
"1306",42051,"PA","Fayette",172.84,54511,136606,25876,"Metro"
"1307",42053,"PA","Forest",18.06,1631,7716,15360,"Nonmetro"
"1308",42055,"PA","Franklin",193.75,60210,149618,29748,"Metro"
"1309",42057,"PA","Fulton",33.93,5950,14845,26082,"Nonmetro"
"1310",42059,"PA","Greene",67.17,14211,38686,26902,"Nonmetro"
"1311",42061,"PA","Huntingdon",52.49,16808,45913,24159,"Nonmetro"
"1312",42063,"PA","Indiana",107.47,33892,88880,25276,"Nonmetro"
"1313",42065,"PA","Jefferson",69.28,18465,45200,24974,"Nonmetro"
"1314",42067,"PA","Juniata",62.95,9404,24636,25057,"Nonmetro"
"1315",42069,"PA","Lackawanna",467.1,86628,214437,28427,"Metro"
"1316",42071,"PA","Lancaster",550.37,199889,519445,30778,"Metro"
"1317",42073,"PA","Lawrence",254.37,36907,91108,27734,"Nonmetro"
"1318",42075,"PA","Lebanon",369.14,53281,133568,28560,"Metro"
"1319",42077,"PA","Lehigh",1012.55,138008,349497,32252,"Metro"
"1320",42079,"PA","Luzerne",360.45,128054,320918,27919,"Metro"
"1321",42081,"PA","Lycoming",94.51,45897,116111,26867,"Metro"
"1322",42083,"PA","McKean",44.37,17169,43450,25517,"Nonmetro"
"1323",42085,"PA","Mercer",173.42,46028,116638,26561,"Metro"
"1324",42087,"PA","Mifflin",113.57,19094,46682,24407,"Nonmetro"
"1325",42089,"PA","Monroe",279.21,56770,169842,28486,"Metro"
"1326",42091,"PA","Montgomery",1655.92,313949,799874,46776,"Metro"
"1327",42093,"PA","Montour",140.25,7482,18267,34095,"Metro"
"1328",42095,"PA","Northampton",805.4,114123,297735,34017,"Metro"
"1329",42097,"PA","Northumberland",206.23,39132,94528,25506,"Nonmetro"
"1330",42099,"PA","Perry",83.36,18091,45969,29685,"Metro"
"1331",42101,"PA","Philadelphia",11379.49,594778,1526006,26557,"Metro"
"1332",42103,"PA","Pike",105.27,21871,57369,33111,"Metro"
"1333",42105,"PA","Potter",16.14,6523,17457,24087,"Nonmetro"
"1334",42107,"PA","Schuylkill",190.45,58733,148289,26070,"Nonmetro"
"1335",42109,"PA","Snyder",120.78,14716,39702,26415,"Nonmetro"
"1336",42111,"PA","Somerset",72.36,29708,77742,25294,"Nonmetro"
"1337",42113,"PA","Sullivan",14.29,2721,6428,28665,"Nonmetro"
"1338",42115,"PA","Susquehanna",52.65,17347,43356,29630,"Nonmetro"
"1339",42117,"PA","Tioga",37.03,16178,41981,26059,"Nonmetro"
"1340",42119,"PA","Union",142.25,14739,44947,25606,"Nonmetro"
"1341",42121,"PA","Venango",81.54,21915,54984,25837,"Nonmetro"
"1342",42123,"PA","Warren",47.29,17080,41815,27593,"Nonmetro"
"1343",42125,"PA","Washington",242.5,84100,207820,34244,"Metro"
"1344",42127,"PA","Wayne",72.8,18739,52822,26570,"Nonmetro"
"1345",42129,"PA","Westmoreland",355.38,151665,365169,32916,"Metro"
"1346",42131,"PA","Wyoming",71.17,10784,28276,28810,"Metro"
"1347",42133,"PA","York",481.07,171244,434972,31468,"Metro"
"1348",44001,"RI","Bristol",2064.01,19553,49875,43617,"Metro"
"1349",44003,"RI","Kent",985.94,68833,166158,38039,"Metro"
"1350",44005,"RI","Newport",809.56,35217,82888,45442,"Metro"
"1351",44007,"RI","Providence",1530.32,238171,626667,30356,"Metro"
"1352",44009,"RI","Washington",385.68,49111,126979,41000,"Metro"
"1353",45001,"SC","Abbeville",51.82,9455,25417,21185,"Nonmetro"
"1354",45003,"SC","Aiken",149.48,66710,160099,27526,"Metro"
"1355",45005,"SC","Allendale",25.53,3350,10419,14744,"Nonmetro"
"1356",45007,"SC","Anderson",261.56,76632,187126,25807,"Metro"
"1357",45009,"SC","Bamberg",40.64,5422,15987,18873,"Nonmetro"
"1358",45011,"SC","Barnwell",41.25,8326,22621,19620,"Nonmetro"
"1359",45013,"SC","Beaufort",281.52,70607,162233,36306,"Metro"
"1360",45015,"SC","Berkeley",161.84,74931,177843,28331,"Metro"
"1361",45017,"SC","Calhoun",39.81,6121,15175,25953,"Metro"
"1362",45019,"SC","Charleston",382.29,156482,350209,37801,"Metro"
"1363",45021,"SC","Cherokee",140.94,20373,55342,21432,"Nonmetro"
"1364",45023,"SC","Chester",57.07,12453,33140,21240,"Metro"
"1365",45025,"SC","Chesterfield",58.49,17977,46734,20676,"Nonmetro"
"1366",45027,"SC","Clarendon",57.62,13327,34971,20967,"Nonmetro"
"1367",45029,"SC","Colleton",36.81,15145,38892,21003,"Nonmetro"
"1368",45031,"SC","Darlington",122.39,26592,68681,21587,"Metro"
"1369",45033,"SC","Dillon",79.19,10968,32062,16473,"Nonmetro"
"1370",45035,"SC","Dorchester",238.22,54549,136555,28704,"Metro"
"1371",45037,"SC","Edgefield",53.93,9063,26985,25410,"Metro"
"1372",45039,"SC","Fairfield",34.91,8979,23956,22527,"Metro"
"1373",45041,"SC","Florence",171.11,52051,136885,25149,"Metro"
"1374",45043,"SC","Georgetown",73.95,25111,60158,29929,"Nonmetro"
"1375",45045,"SC","Greenville",574.72,189334,451225,30776,"Metro"
"1376",45047,"SC","Greenwood",153.19,27207,69661,23945,"Nonmetro"
"1377",45049,"SC","Hampton",37.67,6924,21090,17523,"Nonmetro"
"1378",45051,"SC","Horry",237.49,128586,269291,26917,"Metro"
"1379",45053,"SC","Jasper",37.81,9982,24777,22406,"Metro"
"1380",45055,"SC","Kershaw",84.92,24833,61697,24253,"Metro"
"1381",45057,"SC","Lancaster",139.58,32632,76652,29271,"Metro"
"1382",45059,"SC","Laurens",93.21,25373,66537,21743,"Metro"
"1383",45061,"SC","Lee",46.86,6357,19220,17544,"Nonmetro"
"1384",45063,"SC","Lexington",375.43,111265,262391,30316,"Metro"
"1385",45065,"SC","McCormick",28.49,3967,10233,24419,"Nonmetro"
"1386",45067,"SC","Marion",67.58,11538,33062,19992,"Nonmetro"
"1387",45069,"SC","Marlboro",60.32,9584,28933,17034,"Nonmetro"
"1388",45071,"SC","Newberry",59.53,14939,37508,23344,"Nonmetro"
"1389",45073,"SC","Oconee",118.58,31818,74273,28076,"Nonmetro"
"1390",45075,"SC","Orangeburg",83.63,32966,92501,19992,"Nonmetro"
"1391",45077,"SC","Pickens",240.17,47375,119224,24803,"Metro"
"1392",45079,"SC","Richland",507.89,150309,384504,29010,"Metro"
"1393",45081,"SC","Saluda",43.9,7211,19875,22174,"Metro"
"1394",45083,"SC","Spartanburg",351.9,114640,284307,26072,"Metro"
"1395",45085,"SC","Sumter",161.57,41137,107456,22272,"Metro"
"1396",45087,"SC","Union",56.33,11544,28961,22372,"Metro"
"1397",45089,"SC","Williamsburg",36.85,12411,34423,18454,"Nonmetro"
"1398",45091,"SC","York",332.17,98155,226073,32227,"Metro"
"1399",47001,"TN","Anderson",222.83,30483,75129,27913,"Metro"
"1400",47003,"TN","Bedford",95.13,16882,45058,23988,"Nonmetro"
"1401",47005,"TN","Benton",41.84,6786,16489,21374,"Nonmetro"
"1402",47007,"TN","Bledsoe",31.68,4853,12876,23453,"Nonmetro"
"1403",47009,"TN","Blount",220.17,50159,123010,29634,"Metro"
"1404",47011,"TN","Bradley",301.02,39840,98963,26319,"Metro"
"1405",47013,"TN","Campbell",84.79,16172,40716,23064,"Metro"
"1406",47015,"TN","Cannon",51.95,5513,13801,24700,"Metro"
"1407",47017,"TN","Carroll",47.6,11062,28522,22007,"Nonmetro"
"1408",47019,"TN","Carter",168.3,23594,57424,21963,"Metro"
"1409",47021,"TN","Cheatham",129.3,14952,39105,26719,"Metro"
"1410",47023,"TN","Chester",59.95,5958,17131,21425,"Metro"
"1411",47025,"TN","Claiborne",74.12,13238,32213,20753,"Nonmetro"
"1412",47027,"TN","Clay",33.23,3173,7861,19512,"Nonmetro"
"1413",47029,"TN","Cocke",82.06,14181,35662,21332,"Nonmetro"
"1414",47031,"TN","Coffee",123.08,21626,52796,25637,"Nonmetro"
"1415",47033,"TN","Crockett",54.93,5335,14586,22050,"Metro"
"1416",47035,"TN","Cumberland",82.31,25347,56053,24985,"Nonmetro"
"1417",47037,"TN","Davidson",1243.33,277903,626681,34343,"Metro"
"1418",47039,"TN","Decatur",35.22,4623,11757,24337,"Nonmetro"
"1419",47041,"TN","DeKalb",61.52,7487,18723,25643,"Nonmetro"
"1420",47043,"TN","Dickson",101.38,18978,49666,26093,"Metro"
"1421",47045,"TN","Dyer",74.83,15180,38335,25427,"Nonmetro"
"1422",47047,"TN","Fayette",54.5,15410,38413,31629,"Metro"
"1423",47049,"TN","Fentress",36.02,7403,17959,19013,"Nonmetro"
"1424",47051,"TN","Franklin",74.03,16431,41052,27027,"Nonmetro"
"1425",47053,"TN","Gibson",82.43,19223,49683,22565,"Nonmetro"
"1426",47055,"TN","Giles",48.26,11496,29485,23877,"Nonmetro"
"1427",47057,"TN","Grainger",80.74,8948,22657,22151,"Metro"
"1428",47059,"TN","Greene",110.63,27244,68831,23668,"Nonmetro"
"1429",47061,"TN","Grundy",38.01,4838,13703,18782,"Nonmetro"
"1430",47063,"TN","Hamblen",388.04,24411,62544,22252,"Metro"
"1431",47065,"TN","Hamilton",620.29,140890,336463,31184,"Metro"
"1432",47067,"TN","Hancock",30.67,2809,6819,20578,"Nonmetro"
"1433",47069,"TN","Hardeman",40.81,8907,27253,17352,"Nonmetro"
"1434",47071,"TN","Hardin",45.08,10267,26026,22905,"Nonmetro"
"1435",47073,"TN","Hawkins",116.71,23330,56833,23801,"Metro"
"1436",47075,"TN","Haywood",35.24,7100,18787,22148,"Nonmetro"
"1437",47077,"TN","Henderson",53.39,10671,27769,21793,"Nonmetro"
"1438",47079,"TN","Henry",57.52,13406,32330,22727,"Nonmetro"
"1439",47081,"TN","Hickman",40.31,8667,24690,22248,"Metro"
"1440",47083,"TN","Houston",42.07,2943,8426,21866,"Nonmetro"
"1441",47085,"TN","Humphreys",34.91,6858,18538,23636,"Nonmetro"
"1442",47087,"TN","Jackson",37.75,4543,11638,20276,"Nonmetro"
"1443",47089,"TN","Jefferson",187.56,19910,51407,24855,"Metro"
"1444",47091,"TN","Johnson",61.12,6858,18244,19784,"Nonmetro"
"1445",47093,"TN","Knox",850.48,183318,432226,31678,"Metro"
"1446",47095,"TN","Lake",47.24,2203,7832,16671,"Nonmetro"
"1447",47097,"TN","Lauderdale",58.93,9754,27815,18128,"Nonmetro"
"1448",47099,"TN","Lawrence",67.84,16131,41869,20752,"Nonmetro"
"1449",47101,"TN","Lewis",43.11,4758,12161,21510,"Nonmetro"
"1450",47103,"TN","Lincoln",58.49,13636,33361,25077,"Nonmetro"
"1451",47105,"TN","Loudon",211.84,20215,48556,30175,"Metro"
"1452",47107,"TN","McMinn",121.51,20427,52266,23842,"Nonmetro"
"1453",47109,"TN","McNairy",46.33,10022,26075,20236,"Nonmetro"
"1454",47111,"TN","Macon",72.44,9202,22248,21972,"Metro"
"1455",47113,"TN","Madison",176.43,37729,98294,25555,"Metro"
"1456",47115,"TN","Marion",56.68,11582,28237,24714,"Metro"
"1457",47117,"TN","Marshall",81.55,12335,30617,24876,"Nonmetro"
"1458",47119,"TN","Maury",132.04,33572,80956,27307,"Metro"
"1459",47121,"TN","Meigs",60.23,4790,11753,23555,"Nonmetro"
"1460",47123,"TN","Monroe",70.05,17694,44519,21919,"Nonmetro"
"1461",47125,"TN","Montgomery",319.62,70303,172331,25938,"Metro"
"1462",47127,"TN","Moore",49.23,2602,6362,29969,"Nonmetro"
"1463",47129,"TN","Morgan",42.11,7517,21987,19726,"Metro"
"1464",47131,"TN","Obion",58.39,12715,31807,23141,"Nonmetro"
"1465",47133,"TN","Overton",50.94,8974,22083,20581,"Nonmetro"
"1466",47135,"TN","Perry",19.08,3317,7915,28270,"Nonmetro"
"1467",47137,"TN","Pickett",31.15,2218,5077,23250,"Nonmetro"
"1468",47139,"TN","Polk",38.71,7096,16825,24667,"Metro"
"1469",47141,"TN","Putnam",180.31,31110,72321,23873,"Nonmetro"
"1470",47143,"TN","Rhea",100.86,12342,31809,22070,"Nonmetro"
"1471",47145,"TN","Roane",150.21,20963,54181,27897,"Metro"
"1472",47147,"TN","Robertson",139.17,25388,66283,28425,"Metro"
"1473",47149,"TN","Rutherford",423.99,109468,262604,28883,"Metro"
"1474",47151,"TN","Scott",41.76,8703,22228,19179,"Nonmetro"
"1475",47153,"TN","Sequatchie",53.08,5441,14112,22383,"Metro"
"1476",47155,"TN","Sevier",151.71,36945,89889,23869,"Nonmetro"
"1477",47157,"TN","Shelby",1215.51,350260,927644,28828,"Metro"
"1478",47159,"TN","Smith",60.98,7584,19166,26256,"Metro"
"1479",47161,"TN","Stewart",29.01,5246,13324,22601,"Nonmetro"
"1480",47163,"TN","Sullivan",379.38,66239,156823,26933,"Metro"
"1481",47165,"TN","Sumner",303.42,65645,160645,32297,"Metro"
