"","FIPS","State","County","PopDensity2010","Households","Pop2010","PCI","MetroNonMetro"
"1482",47167,"TN","Tipton",133.26,21325,61081,27212,"Metro"
"1483",47169,"TN","Trousdale",68.92,3054,7870,23634,"Metro"
"1484",47171,"TN","Unicoi",98.37,7521,18313,22700,"Metro"
"1485",47173,"TN","Union",85.48,7126,19109,21677,"Metro"
"1486",47175,"TN","Van Buren",20.29,2163,5548,19560,"Nonmetro"
"1487",47177,"TN","Warren",92.07,15655,39839,22328,"Nonmetro"
"1488",47179,"TN","Washington",376.7,53190,122979,28261,"Metro"
"1489",47181,"TN","Wayne",23.19,5954,17021,19350,"Nonmetro"
"1490",47183,"TN","Weakley",60.34,13605,35021,21641,"Nonmetro"
"1491",47185,"TN","White",68.6,9951,25841,20973,"Nonmetro"
"1492",47187,"TN","Williamson",314.42,75344,183182,50931,"Metro"
"1493",47189,"TN","Wilson",199.7,48841,113993,32850,"Metro"
"1494",48001,"TX","Anderson",55.01,16459,58458,16868,"Nonmetro"
"1495",48003,"TX","Andrews",9.85,5508,14786,31190,"Nonmetro"
"1496",48005,"TX","Angelina",108.77,30783,86771,22322,"Nonmetro"
"1497",48007,"TX","Aransas",91.87,9432,23158,30939,"Metro"
"1498",48009,"TX","Archer",10.03,3332,9054,31806,"Metro"
"1499",48011,"TX","Armstrong",2.09,708,1901,31075,"Metro"
"1500",48013,"TX","Atascosa",36.83,15387,44911,24421,"Metro"
"1501",48015,"TX","Austin",43.95,11041,28417,30858,"Metro"
"1502",48017,"TX","Bailey",8.67,2111,7165,21449,"Nonmetro"
"1503",48019,"TX","Bandera",25.9,8242,20485,28539,"Metro"
"1504",48021,"TX","Bastrop",83.51,25345,74171,26540,"Metro"
"1505",48023,"TX","Baylor",4.3,1474,3726,25264,"Nonmetro"
"1506",48025,"TX","Bee",36.2,8537,31861,17390,"Nonmetro"
"1507",48027,"TX","Bell",295.18,120241,310235,25911,"Metro"
"1508",48029,"TX","Bexar",1383.08,632574,1714773,26988,"Metro"
"1509",48031,"TX","Blanco",14.8,4297,10497,34925,"Nonmetro"
"1510",48033,"TX","Borden",0.71,261,641,33781,"Nonmetro"
"1511",48035,"TX","Bosque",18.53,7088,18212,26039,"Nonmetro"
"1512",48037,"TX","Bowie",104.59,33731,92565,25355,"Metro"
"1513",48039,"TX","Brazoria",230.66,118762,313166,33547,"Metro"
"1514",48041,"TX","Brazos",332.83,79053,194851,26539,"Metro"
"1515",48043,"TX","Brewster",1.49,3942,9232,27227,"Nonmetro"
"1516",48045,"TX","Briscoe",1.82,632,1637,24286,"Nonmetro"
"1517",48047,"TX","Brooks",7.66,2052,7223,13800,"Nonmetro"
"1518",48049,"TX","Brown",40.35,14016,38106,25145,"Nonmetro"
"1519",48051,"TX","Burleson",26.08,6754,17187,28732,"Metro"
"1520",48053,"TX","Burnet",43,16849,42750,30507,"Nonmetro"
"1521",48055,"TX","Caldwell",69.81,13225,38066,23881,"Metro"
"1522",48057,"TX","Calhoun",42.18,7604,21381,26596,"Nonmetro"
"1523",48059,"TX","Callahan",15.06,5319,13544,24537,"Metro"
"1524",48061,"TX","Cameron",455.95,123185,406220,16587,"Metro"
"1525",48063,"TX","Camp",63.33,4692,12401,20898,"Nonmetro"
"1526",48065,"TX","Carson",6.72,2247,6182,32917,"Metro"
"1527",48067,"TX","Cass",32.51,11789,30464,22545,"Nonmetro"
"1528",48069,"TX","Castro",9.01,2532,8062,20915,"Nonmetro"
"1529",48071,"TX","Chambers",58.77,13529,35096,34372,"Metro"
"1530",48073,"TX","Cherokee",48.29,17940,50845,21520,"Nonmetro"
"1531",48075,"TX","Childress",10.11,2235,7041,20234,"Nonmetro"
"1532",48077,"TX","Clay",9.88,4045,10752,27678,"Metro"
"1533",48079,"TX","Cochran",4.03,996,3127,21014,"Nonmetro"
"1534",48081,"TX","Coke",3.64,1617,3320,24768,"Nonmetro"
"1535",48083,"TX","Coleman",7.05,3460,8895,27842,"Nonmetro"
"1536",48085,"TX","Collin",930,331336,782341,43439,"Metro"
"1537",48087,"TX","Collingsworth",3.33,1055,3057,22880,"Nonmetro"
"1538",48089,"TX","Colorado",21.74,7511,20874,27861,"Nonmetro"
"1539",48091,"TX","Comal",193.88,48903,108472,36899,"Metro"
"1540",48093,"TX","Comanche",14.9,5260,13974,25127,"Nonmetro"
"1541",48095,"TX","Concho",4.15,873,4087,17684,"Nonmetro"
"1542",48097,"TX","Cooke",43.94,15368,38437,28751,"Nonmetro"
"1543",48099,"TX","Coryell",71.66,22314,75388,21507,"Metro"
"1544",48101,"TX","Cottle",1.67,686,1505,20108,"Nonmetro"
"1545",48103,"TX","Crane",5.57,1422,4375,26113,"Nonmetro"
"1546",48105,"TX","Crockett",1.32,1388,3719,24852,"Nonmetro"
"1547",48107,"TX","Crosby",6.73,2044,6059,19155,"Metro"
"1548",48109,"TX","Culberson",0.63,681,2398,15873,"Nonmetro"
"1549",48111,"TX","Dallam",4.46,2404,6703,26844,"Nonmetro"
"1550",48113,"TX","Dallas",2718,917276,2368139,31219,"Metro"
"1551",48115,"TX","Dawson",15.36,4322,13833,21543,"Nonmetro"
"1552",48117,"TX","Deaf Smith",12.94,6139,19372,21515,"Nonmetro"
"1553",48119,"TX","Delta",20.37,2015,5231,25004,"Nonmetro"
"1554",48121,"TX","Denton",754.31,283250,662614,39535,"Metro"
"1555",48123,"TX","DeWitt",22.11,7088,20097,28728,"Nonmetro"
"1556",48125,"TX","Dickens",2.71,842,2444,23452,"Nonmetro"
"1557",48127,"TX","Dimmit",7.52,3309,9996,18121,"Nonmetro"
"1558",48129,"TX","Donley",3.97,1290,3677,23711,"Nonmetro"
"1559",48131,"TX","Duval",6.57,3511,11782,17864,"Nonmetro"
"1560",48133,"TX","Eastland",20.06,6460,18583,23940,"Nonmetro"
"1561",48135,"TX","Ector",152.76,51954,137130,28700,"Metro"
"1562",48137,"TX","Edwards",0.95,686,2002,29814,"Nonmetro"
"1563",48139,"TX","Ellis",159.93,55840,149610,30727,"Metro"
"1564",48141,"TX","El Paso",790.61,265724,800647,20763,"Metro"
"1565",48143,"TX","Erath",34.98,13961,37890,25290,"Nonmetro"
"1566",48145,"TX","Falls",23.34,5237,17866,17830,"Metro"
"1567",48147,"TX","Fannin",38.07,12231,33915,24581,"Nonmetro"
"1568",48149,"TX","Fayette",25.85,9067,24554,30097,"Nonmetro"
"1569",48151,"TX","Fisher",4.42,1649,3974,28355,"Nonmetro"
"1570",48153,"TX","Floyd",6.5,2328,6446,23308,"Nonmetro"
"1571",48155,"TX","Foard",1.9,557,1336,25636,"Nonmetro"
"1572",48157,"TX","Fort Bend",679.5,230381,585375,39472,"Metro"
"1573",48159,"TX","Franklin",37.29,3806,10605,25602,"Nonmetro"
"1574",48161,"TX","Freestone",22.58,6865,19816,24083,"Nonmetro"
"1575",48163,"TX","Frio",15.19,4624,17217,18288,"Nonmetro"
"1576",48165,"TX","Gaines",11.67,5737,17526,22710,"Nonmetro"
"1577",48167,"TX","Galveston",769.93,119181,291309,35448,"Metro"
"1578",48169,"TX","Garza",7.23,1628,6461,19177,"Nonmetro"
"1579",48171,"TX","Gillespie",23.47,10717,24837,33515,"Nonmetro"
"1580",48173,"TX","Glasscock",1.36,432,1226,30902,"Nonmetro"
"1581",48175,"TX","Goliad",8.46,2681,7210,29918,"Metro"
"1582",48177,"TX","Gonzales",18.57,7214,19807,26618,"Nonmetro"
"1583",48179,"TX","Gray",24.34,8000,22535,24911,"Nonmetro"
"1584",48181,"TX","Grayson",129.58,47957,120877,27276,"Metro"
"1585",48183,"TX","Gregg",445.4,45532,121730,25839,"Metro"
"1586",48185,"TX","Grimes",33.78,8793,26604,23513,"Nonmetro"
"1587",48187,"TX","Guadalupe",184.92,53107,131533,30817,"Metro"
"1588",48189,"TX","Hale",36.1,11146,36273,19854,"Nonmetro"
"1589",48191,"TX","Hall",3.8,1301,3353,22846,"Nonmetro"
"1590",48193,"TX","Hamilton",10.19,3108,8517,28074,"Nonmetro"
"1591",48195,"TX","Hansford",6.1,1855,5613,20127,"Nonmetro"
"1592",48197,"TX","Hardeman",5.95,1519,4139,22938,"Nonmetro"
"1593",48199,"TX","Hardin",61.35,20385,54635,29108,"Metro"
"1594",48201,"TX","Harris",2402.41,1583486,4092459,31901,"Metro"
"1595",48203,"TX","Harrison",72.93,23217,65631,25418,"Nonmetro"
"1596",48205,"TX","Hartley",4.15,1681,6062,20480,"Nonmetro"
"1597",48207,"TX","Haskell",6.53,2125,5899,21308,"Nonmetro"
"1598",48209,"TX","Hays",231.73,70881,157107,30715,"Metro"
"1599",48211,"TX","Hemphill",4.2,1323,3807,26781,"Nonmetro"
"1600",48213,"TX","Henderson",89.88,30885,78532,25280,"Nonmetro"
"1601",48215,"TX","Hidalgo",493.21,234879,774769,16490,"Metro"
"1602",48217,"TX","Hill",36.59,12769,35089,24745,"Nonmetro"
"1603",48219,"TX","Hockley",25.25,7946,22935,23440,"Nonmetro"
"1604",48221,"TX","Hood",121.68,21969,51182,32727,"Metro"
"1605",48223,"TX","Hopkins",45.83,13405,35161,26267,"Nonmetro"
"1606",48225,"TX","Houston",19.28,8209,23732,18080,"Nonmetro"
"1607",48227,"TX","Howard",38.87,11036,35012,23784,"Nonmetro"
"1608",48229,"TX","Hudspeth",0.76,900,3476,14190,"Metro"
"1609",48231,"TX","Hunt",102.5,32369,86129,25077,"Metro"
"1610",48233,"TX","Hutchinson",24.96,7191,22150,24725,"Nonmetro"
"1611",48235,"TX","Irion",1.52,634,1599,31449,"Metro"
"1612",48237,"TX","Jack",9.93,3160,9044,25626,"Nonmetro"
"1613",48239,"TX","Jackson",16.97,5237,14075,26329,"Nonmetro"
"1614",48241,"TX","Jasper",38.04,12583,35710,25004,"Nonmetro"
"1615",48243,"TX","Jeff Davis",1.03,1050,2342,26053,"Nonmetro"
"1616",48245,"TX","Jefferson",287.89,94002,252273,26205,"Metro"
"1617",48247,"TX","Jim Hogg",4.66,1710,5300,17798,"Nonmetro"
"1618",48249,"TX","Jim Wells",47.21,13043,40838,21274,"Nonmetro"
"1619",48251,"TX","Johnson",208.27,56433,150934,27667,"Metro"
"1620",48253,"TX","Jones",21.76,5593,20202,17673,"Metro"
"1621",48255,"TX","Karnes",19.83,4246,14824,26875,"Nonmetro"
"1622",48257,"TX","Kaufman",132.38,37364,103350,27411,"Metro"
"1623",48259,"TX","Kendall",50.43,14159,33410,43241,"Metro"
"1624",48261,"TX","Kenedy",0.29,209,416,15820,"Nonmetro"
"1625",48263,"TX","Kent",0.9,318,808,29503,"Nonmetro"
"1626",48265,"TX","Kerr",44.98,20766,49625,30498,"Nonmetro"
"1627",48267,"TX","Kimble",3.68,1948,4607,28899,"Nonmetro"
"1628",48269,"TX","King",0.31,91,286,31564,"Nonmetro"
"1629",48271,"TX","Kinney",2.65,1170,3598,20323,"Nonmetro"
"1630",48273,"TX","Kleberg",36.38,10946,32061,21986,"Nonmetro"
"1631",48275,"TX","Knox",4.37,1330,3719,21796,"Nonmetro"
"1632",48277,"TX","Lamar",54.89,19313,49793,23833,"Nonmetro"
"1633",48279,"TX","Lamb",13.75,4754,13977,21506,"Nonmetro"
"1634",48281,"TX","Lampasas",27.6,7738,19677,28158,"Metro"
"1635",48283,"TX","La Salle",4.63,2216,6886,25129,"Nonmetro"
"1636",48285,"TX","Lavaca",19.86,7756,19263,31670,"Nonmetro"
"1637",48287,"TX","Lee",26.41,6104,16612,25876,"Nonmetro"
"1638",48289,"TX","Leon",15.66,6249,16801,32130,"Nonmetro"
"1639",48291,"TX","Liberty",65.3,26203,75643,22757,"Metro"
"1640",48293,"TX","Limestone",25.83,8169,23384,21822,"Nonmetro"
"1641",48295,"TX","Lipscomb",3.54,1256,3302,28491,"Nonmetro"
"1642",48297,"TX","Live Oak",11.09,3675,11531,24244,"Nonmetro"
"1643",48299,"TX","Llano",20.66,8491,19301,35822,"Nonmetro"
"1644",48301,"TX","Loving",0.12,33,82,23546,"Nonmetro"
"1645",48303,"TX","Lubbock",311.33,112185,278831,27089,"Metro"
"1646",48305,"TX","Lynn",6.63,2133,5915,25279,"Metro"
"1647",48307,"TX","McCulloch",7.77,3255,8283,24409,"Nonmetro"
"1648",48309,"TX","McLennan",226.5,89034,234906,24826,"Metro"
"1649",48311,"TX","McMullen",0.62,223,707,32556,"Nonmetro"
"1650",48313,"TX","Madison",29.32,4201,13664,17856,"Nonmetro"
"1651",48315,"TX","Marion",27.69,4459,10546,27052,"Nonmetro"
"1652",48317,"TX","Martin",5.25,1626,4799,29225,"Metro"
"1653",48319,"TX","Mason",4.32,1667,4012,25602,"Nonmetro"
"1654",48321,"TX","Matagorda",33.36,13636,36702,24376,"Nonmetro"
"1655",48323,"TX","Maverick",42.41,16307,54258,16891,"Nonmetro"
"1656",48325,"TX","Medina",34.71,15470,46006,26274,"Metro"
"1657",48327,"TX","Menard",2.49,992,2242,25067,"Nonmetro"
"1658",48329,"TX","Midland",152.03,55980,136872,39179,"Metro"
"1659",48331,"TX","Milam",24.34,9381,24757,24015,"Nonmetro"
"1660",48333,"TX","Mills",6.6,1750,4936,24274,"Nonmetro"
"1661",48335,"TX","Mitchell",10.32,2441,9403,20896,"Nonmetro"
"1662",48337,"TX","Montague",21.18,7995,19719,28457,"Nonmetro"
"1663",48339,"TX","Montgomery",437.49,192823,455746,39618,"Metro"
"1664",48341,"TX","Moore",24.35,6626,21904,21650,"Nonmetro"
"1665",48343,"TX","Morris",51.33,5048,12934,23438,"Nonmetro"
"1666",48345,"TX","Motley",1.22,465,1210,26103,"Nonmetro"
"1667",48347,"TX","Nacogdoches",68.17,23904,64524,22580,"Nonmetro"
"1668",48349,"TX","Navarro",47.28,17397,47735,23422,"Nonmetro"
"1669",48351,"TX","Newton",15.47,4978,14445,21144,"Metro"
"1670",48353,"TX","Nolan",16.68,5469,15216,25820,"Nonmetro"
"1671",48355,"TX","Nueces",405.76,128926,340223,27649,"Metro"
"1672",48357,"TX","Ochiltree",11.14,3443,10223,24260,"Nonmetro"
"1673",48359,"TX","Oldham",1.37,527,2052,24151,"Metro"
"1674",48361,"TX","Orange",245.26,31989,81837,28826,"Metro"
"1675",48363,"TX","Palo Pinto",29.53,10312,28111,24983,"Nonmetro"
"1676",48365,"TX","Panola",29.68,8827,23796,26403,"Nonmetro"
"1677",48367,"TX","Parker",129.42,44255,116927,34705,"Metro"
"1678",48369,"TX","Parmer",11.66,3318,10269,23686,"Nonmetro"
"1679",48371,"TX","Pecos",3.26,4557,15507,20688,"Nonmetro"
"1680",48373,"TX","Polk",42.96,17803,45413,24686,"Nonmetro"
"1681",48375,"TX","Potter",133.29,43944,121073,22267,"Metro"
"1682",48377,"TX","Presidio",2.03,2627,7818,16066,"Nonmetro"
"1683",48379,"TX","Rains",47.57,4331,10914,26165,"Nonmetro"
"1684",48381,"TX","Randall",132.44,49187,120725,33814,"Metro"
"1685",48383,"TX","Reagan",2.86,1147,3367,25397,"Nonmetro"
"1686",48385,"TX","Real",4.73,1227,3309,21109,"Nonmetro"
"1687",48387,"TX","Red River",12.41,5048,12860,21666,"Nonmetro"
"1688",48389,"TX","Reeves",5.23,3713,13783,20876,"Nonmetro"
"1689",48391,"TX","Refugio",9.58,2577,7383,23810,"Nonmetro"
"1690",48393,"TX","Roberts",1.01,311,929,31632,"Nonmetro"
"1691",48395,"TX","Robertson",19.43,6358,16622,25465,"Metro"
"1692",48397,"TX","Rockwall",616.65,31649,78337,39295,"Metro"
"1693",48399,"TX","Runnels",9.99,3749,10501,23042,"Nonmetro"
"1694",48401,"TX","Rusk",57.71,17960,53330,24842,"Metro"
"1695",48403,"TX","Sabine",22.05,4099,10834,23450,"Nonmetro"
"1696",48405,"TX","San Augustine",16.71,3356,8865,23261,"Nonmetro"
"1697",48407,"TX","San Jacinto",46.35,9487,26384,21808,"Nonmetro"
"1698",48409,"TX","San Patricio",93.45,23121,64804,25281,"Metro"
"1699",48411,"TX","San Saba",5.4,2104,6131,24307,"Nonmetro"
"1700",48413,"TX","Schleicher",2.64,1105,3461,25128,"Nonmetro"
"1701",48415,"TX","Scurry",18.69,5884,16921,24508,"Nonmetro"
"1702",48417,"TX","Shackelford",3.69,1234,3378,23855,"Nonmetro"
"1703",48419,"TX","Shelby",31.99,9292,25448,20969,"Nonmetro"
"1704",48421,"TX","Sherman",3.29,1055,3034,26335,"Nonmetro"
"1705",48423,"TX","Smith",227.59,77195,209714,27141,"Metro"
"1706",48425,"TX","Somervell",45.53,3239,8490,26523,"Metro"
"1707",48427,"TX","Starr",49.84,16238,60968,14122,"Nonmetro"
"1708",48429,"TX","Stephens",10.74,3268,9630,24405,"Nonmetro"
"1709",48431,"TX","Sterling",1.24,462,1143,28997,"Nonmetro"
"1710",48433,"TX","Stonewall",1.63,582,1490,28746,"Nonmetro"
"1711",48435,"TX","Sutton",2.84,1484,4128,29360,"Nonmetro"
"1712",48437,"TX","Swisher",8.82,2514,7854,19258,"Nonmetro"
"1713",48439,"TX","Tarrant",2094.74,698995,1809034,32092,"Metro"
"1714",48441,"TX","Taylor",143.64,49482,131506,26469,"Metro"
"1715",48443,"TX","Terrell",0.42,396,984,23852,"Nonmetro"
"1716",48445,"TX","Terry",14.23,4041,12651,20127,"Nonmetro"
"1717",48447,"TX","Throckmorton",1.8,703,1641,28895,"Nonmetro"
"1718",48449,"TX","Titus",79.63,10694,32334,20633,"Nonmetro"
"1719",48451,"TX","Tom Green",72.42,43131,110224,28444,"Metro"
"1720",48453,"TX","Travis",1034.4,458484,1024266,41049,"Metro"
"1721",48455,"TX","Trinity",21.03,5918,14585,22265,"Nonmetro"
"1722",48457,"TX","Tyler",23.54,7020,21766,20439,"Nonmetro"
"1723",48459,"TX","Upshur",67.43,14036,39309,24458,"Metro"
"1724",48461,"TX","Upton",2.7,1305,3355,26183,"Nonmetro"
"1725",48463,"TX","Uvalde",17.01,8683,26405,19092,"Nonmetro"
"1726",48465,"TX","Val Verde",15.54,15429,48879,20881,"Nonmetro"
"1727",48467,"TX","Van Zandt",62.4,19615,52579,26151,"Nonmetro"
"1728",48469,"TX","Victoria",98.39,32544,86793,28576,"Metro"
"1729",48471,"TX","Walker",86.54,21636,67861,17789,"Nonmetro"
"1730",48473,"TX","Waller",84.15,14807,43205,24495,"Metro"
"1731",48475,"TX","Ward",12.75,3956,10658,26570,"Nonmetro"
"1732",48477,"TX","Washington",55.83,12381,33718,29604,"Nonmetro"
"1733",48479,"TX","Webb",74.46,73659,250304,17326,"Metro"
"1734",48481,"TX","Wharton",38.01,15256,41280,26281,"Nonmetro"
"1735",48483,"TX","Wheeler",5.92,2254,5410,26844,"Nonmetro"
"1736",48485,"TX","Wichita",209.47,47951,131500,23921,"Metro"
"1737",48487,"TX","Wilbarger",13.94,5263,13535,24078,"Nonmetro"
"1738",48489,"TX","Willacy",37.48,5810,22134,14207,"Nonmetro"
"1739",48491,"TX","Williamson",377.96,174754,422679,35825,"Metro"
"1740",48493,"TX","Wilson",53.4,15820,42918,30935,"Metro"
"1741",48495,"TX","Winkler",8.45,2572,7110,24217,"Nonmetro"
"1742",48497,"TX","Wise",65.38,22080,59127,28781,"Metro"
"1743",48499,"TX","Wood",65.04,16531,41964,27841,"Nonmetro"
"1744",48501,"TX","Yoakum",9.85,2676,7879,26519,"Nonmetro"
"1745",48503,"TX","Young",20.29,7105,18550,25855,"Nonmetro"
"1746",48505,"TX","Zapata",14.04,4405,14018,17228,"Nonmetro"
"1747",48507,"TX","Zavala",9,3509,11677,13350,"Nonmetro"
"1748",51001,"VA","Accomack",73.78,13401,33164,24355,"Nonmetro"
"1749",51003,"VA","Albemarle",137.33,40612,98970,42085,"Metro"
"1750",51005,"VA","Alleghany",36.48,6741,16250,26918,"Nonmetro"
"1751",51007,"VA","Amelia",35.72,4789,12690,29114,"Metro"
"1752",51009,"VA","Amherst",68.26,12044,32353,24343,"Metro"
"1753",51011,"VA","Appomattox",44.9,6095,14973,26890,"Metro"
"1754",51013,"VA","Arlington",7993.5,104716,207627,69051,"Metro"
"1755",51015,"VA","Augusta",76.27,29297,73750,29366,"Metro"
"1756",51017,"VA","Bath",8.94,1999,4731,29127,"Nonmetro"
"1757",51019,"VA","Bedford",91.2,31206,68676,31796,"Metro"
"1758",51021,"VA","Bland",19.08,2523,6824,24275,"Nonmetro"
"1759",51023,"VA","Botetourt",61.25,13161,33148,33983,"Metro"
"1760",51025,"VA","Brunswick",30.79,6048,17434,20657,"Nonmetro"
"1761",51027,"VA","Buchanan",47.93,8871,24098,18865,"Nonmetro"
"1762",51029,"VA","Buckingham",29.58,5827,17146,19734,"Metro"
"1763",51031,"VA","Campbell",108.84,22957,54842,27842,"Metro"
"1764",51033,"VA","Caroline",54.11,10911,28545,31536,"Metro"
"1765",51035,"VA","Carroll",63.29,12375,30042,24868,"Nonmetro"
"1766",51036,"VA","Charles City",39.69,2856,7256,37059,"Metro"
"1767",51037,"VA","Charlotte",26.48,4543,12586,20585,"Nonmetro"
"1768",51041,"VA","Chesterfield",747.08,123010,316236,36641,"Metro"
"1769",51043,"VA","Clarke",79.66,5639,14034,39946,"Metro"
"1770",51045,"VA","Craig",15.75,2266,5190,28686,"Metro"
"1771",51047,"VA","Culpeper",123.11,16903,46689,30812,"Metro"
"1772",51049,"VA","Cumberland",33.79,3963,10052,25177,"Nonmetro"
"1773",51051,"VA","Dickenson",48.11,5841,15903,22924,"Nonmetro"
"1774",51053,"VA","Dinwiddie",55.59,10391,28001,27106,"Metro"
"1775",51057,"VA","Essex",43.37,4463,11151,26603,"Nonmetro"
"1776",51059,"VA","Fairfax",2766.78,394447,1081726,54725,"Metro"
"1777",51061,"VA","Fauquier",100.71,24333,65203,44724,"Metro"
"1778",51063,"VA","Floyd",40.16,6480,15279,26134,"Metro"
"1779",51065,"VA","Fluvanna",89.83,9842,25691,39900,"Metro"
"1780",51067,"VA","Franklin",81.34,23104,56159,28866,"Metro"
"1781",51069,"VA","Frederick",189.37,30973,78305,33961,"Metro"
"1782",51071,"VA","Giles",48.59,6987,17286,26459,"Metro"
"1783",51073,"VA","Gloucester",169.22,14759,36858,33295,"Metro"
"1784",51075,"VA","Goochland",77.17,8426,21717,47806,"Metro"
"1785",51077,"VA","Grayson",35.13,6542,15533,20930,"Nonmetro"
"1786",51079,"VA","Greene",117.78,7357,18403,32565,"Metro"
"1787",51081,"VA","Greensville",41.47,3688,12243,17500,"Nonmetro"
"1788",51083,"VA","Halifax",44.31,14025,36241,22716,"Nonmetro"
"1789",51085,"VA","Hanover",213.14,38599,99863,39604,"Metro"
"1790",51087,"VA","Henrico",1313.39,127111,306935,37999,"Metro"
"1791",51089,"VA","Henry",141.63,21598,54151,21501,"Nonmetro"
"1792",51091,"VA","Highland",5.59,1123,2321,30967,"Nonmetro"
"1793",51093,"VA","Isle of Wight",111.75,14304,35270,35344,"Metro"
"1794",51095,"VA","James City",470.45,28766,67009,43815,"Metro"
"1795",51097,"VA","King and Queen",22.04,2826,6945,27306,"Nonmetro"
"1796",51099,"VA","King George",131.29,9103,23584,37316,"Nonmetro"
"1797",51101,"VA","King William",58.17,6170,15935,32809,"Metro"
"1798",51103,"VA","Lancaster",85.49,5142,11391,37196,"Nonmetro"
"1799",51105,"VA","Lee",58.75,9149,25587,18750,"Nonmetro"
"1800",51107,"VA","Loudoun",605.77,125309,312311,53408,"Metro"
"1801",51109,"VA","Louisa",66.8,13575,33153,31284,"Nonmetro"
"1802",51111,"VA","Lunenburg",29.92,4331,12914,18677,"Nonmetro"
"1803",51113,"VA","Madison",41.5,5078,13308,30351,"Nonmetro"
"1804",51115,"VA","Mathews",104.48,3908,8978,39119,"Metro"
"1805",51117,"VA","Mecklenburg",52.32,11815,32727,23943,"Nonmetro"
"1806",51119,"VA","Middlesex",84.1,4454,10959,29707,"Nonmetro"
"1807",51121,"VA","Montgomery",243.9,35483,94392,28920,"Metro"
"1808",51125,"VA","Nelson",31.9,6445,15020,36002,"Metro"
"1809",51127,"VA","New Kent",87.87,7754,18429,36458,"Metro"
"1810",51131,"VA","Northampton",58.55,5151,12389,26467,"Nonmetro"
"1811",51133,"VA","Northumberland",64.46,5686,12330,34006,"Nonmetro"
"1812",51135,"VA","Nottoway",50.42,5542,15853,23109,"Nonmetro"
"1813",51137,"VA","Orange",98.25,13453,33481,31362,"Nonmetro"
"1814",51139,"VA","Page",77.34,9338,24042,25021,"Nonmetro"
"1815",51141,"VA","Patrick",38.27,7685,18490,23016,"Nonmetro"
"1816",51143,"VA","Pittsylvania",65.54,26330,63506,24443,"Nonmetro"
"1817",51145,"VA","Powhatan",107.78,10178,28046,35641,"Metro"
"1818",51147,"VA","Prince Edward",66.77,7187,23368,21216,"Nonmetro"
"1819",51149,"VA","Prince George",134.73,11415,35725,28873,"Metro"
"1820",51153,"VA","Prince William",1195.01,140473,402002,39262,"Metro"
"1821",51155,"VA","Pulaski",109.02,14525,34872,26609,"Metro"
"1822",51157,"VA","Rappahannock",27.69,2976,7373,37733,"Metro"
"1823",51159,"VA","Richmond",48.33,3139,9254,22105,"Nonmetro"
"1824",51161,"VA","Roanoke",368.74,38343,92376,34901,"Metro"
"1825",51163,"VA","Rockbridge",37.33,8979,22307,31594,"Nonmetro"
"1826",51165,"VA","Rockingham",89.88,30946,76314,30138,"Metro"
"1827",51167,"VA","Russell",60.99,10965,28897,21754,"Nonmetro"
"1828",51169,"VA","Scott",43.28,8767,23177,21157,"Metro"
"1829",51171,"VA","Shenandoah",82.54,17315,41993,28064,"Nonmetro"
"1830",51173,"VA","Smyth",71.43,12881,32208,22297,"Nonmetro"
"1831",51175,"VA","Southampton",30.99,6522,18570,25643,"Nonmetro"
"1832",51177,"VA","Spotsylvania",304.85,43677,122397,35794,"Metro"
"1833",51179,"VA","Stafford",479.49,46328,128961,40850,"Metro"
"1834",51181,"VA","Surry",25.3,2760,7058,28688,"Nonmetro"
"1835",51183,"VA","Sussex",24.66,3814,12087,18363,"Metro"
"1836",51185,"VA","Tazewell",86.88,17042,45078,23366,"Nonmetro"
"1837",51187,"VA","Warren",176.02,14379,37575,31007,"Metro"
"1838",51191,"VA","Washington",97.82,22331,54876,26085,"Metro"
"1839",51193,"VA","Westmoreland",76.09,7612,17454,32637,"Nonmetro"
"1840",51195,"VA","Wise",102.81,15126,41452,21828,"Nonmetro"
"1841",51197,"VA","Wythe",63.3,11955,29235,26513,"Nonmetro"
"1842",51199,"VA","York",624.77,24617,65464,39071,"Metro"
"1843",51510,"VA","Alexandria",9314.3,69979,139966,59239,"Metro"
"1844",51520,"VA","Bristol",1370.55,7402,17835,22900,"Metro"
"1845",51530,"VA","Buena Vista",992,2539,6650,19744,"Nonmetro"
"1846",51540,"VA","Charlottesville",4246.26,18613,43475,35026,"Metro"
"1847",51550,"VA","Chesapeake",652.02,84230,222209,33844,"Metro"
"1848",51570,"VA","Colonial Heights",2315.35,7054,17411,27579,"Metro"
"1849",51580,"VA","Covington",1090.06,2409,5961,24955,"Nonmetro"
"1850",51590,"VA","Danville",1002.82,18479,43055,22200,"Nonmetro"
"1851",51595,"VA","Emporia",859.76,2119,5927,18694,"Nonmetro"
"1852",51600,"VA","Fairfax",3616.65,8553,22565,47047,"Metro"
"1853",51610,"VA","Falls Church",6169.77,5262,12332,69775,"Metro"
"1854",51620,"VA","Franklin",1045.85,3526,8582,25229,"Nonmetro"
"1855",51630,"VA","Fredericksburg",2326.21,10582,24286,34722,"Metro"
"1856",51640,"VA","Galax",854.65,2742,7042,21722,"Nonmetro"
"1857",51650,"VA","Hampton",2673.16,53700,137436,28384,"Metro"
"1858",51660,"VA","Harrisonburg",2808.23,16768,48914,21793,"Metro"
"1859",51670,"VA","Hopewell",2197.95,9193,22591,22038,"Metro"
