"","FIPS","State","County","PopDensity2010","Households","Pop2010","PCI","MetroNonMetro","Date","Cases","Deaths","DateAsInteger","Impact"
"11156",17099,"IL","LaSalle",100.36,44644,113924,29093,"Nonmetro",2020-03-31,6,1,18352,"High"
"11157",17099,"IL","LaSalle",100.36,44644,113924,29093,"Nonmetro",2020-04-24,42,1,18376,"High"
"11158",17099,"IL","LaSalle",100.36,44644,113924,29093,"Nonmetro",2020-04-16,25,1,18368,"High"
"11159",17099,"IL","LaSalle",100.36,44644,113924,29093,"Nonmetro",2020-04-21,33,1,18373,"High"
"11160",17099,"IL","LaSalle",100.36,44644,113924,29093,"Nonmetro",2020-04-15,24,1,18367,"High"
"11161",17099,"IL","LaSalle",100.36,44644,113924,29093,"Nonmetro",2020-04-17,27,1,18369,"High"
"11162",17099,"IL","LaSalle",100.36,44644,113924,29093,"Nonmetro",2020-04-18,27,1,18370,"High"
"11163",17099,"IL","LaSalle",100.36,44644,113924,29093,"Nonmetro",2020-04-12,20,1,18364,"High"
"11164",17099,"IL","LaSalle",100.36,44644,113924,29093,"Nonmetro",2020-04-19,28,1,18371,"High"
"11165",17099,"IL","LaSalle",100.36,44644,113924,29093,"Nonmetro",2020-03-30,5,2,18351,"High"
"11166",17099,"IL","LaSalle",100.36,44644,113924,29093,"Nonmetro",2020-04-11,18,1,18363,"High"
"11167",17099,"IL","LaSalle",100.36,44644,113924,29093,"Nonmetro",2020-04-13,21,1,18365,"High"
"11168",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-19,17,0,18371,"High"
"11169",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-17,17,0,18369,"High"
"11170",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-16,15,0,18368,"High"
"11171",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-13,14,0,18365,"High"
"11172",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-15,15,0,18367,"High"
"11173",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-23,18,0,18375,"High"
"11174",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-14,13,0,18366,"High"
"11175",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-18,17,0,18370,"High"
"11176",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-22,18,0,18374,"High"
"11177",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-12,13,0,18364,"High"
"11178",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-24,18,0,18376,"High"
"11179",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-21,17,0,18373,"High"
"11180",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-08,6,0,18360,"High"
"11181",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-20,17,0,18372,"High"
"11182",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-11,12,0,18363,"High"
"11183",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-10,12,0,18362,"High"
"11184",17103,"IL","Lee",49.71,13699,36031,29249,"Nonmetro",2020-04-09,9,0,18361,"High"
"11185",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-09,14,0,18361,"High"
"11186",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-23,18,1,18375,"High"
"11187",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-04,6,0,18356,"High"
"11188",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-02,5,0,18354,"High"
"11189",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-24,18,1,18376,"High"
"11190",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-08,10,0,18360,"High"
"11191",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-22,18,1,18374,"High"
"11192",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-17,18,0,18369,"High"
"11193",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-03,6,0,18355,"High"
"11194",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-10,14,0,18362,"High"
"11195",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-07,10,0,18359,"High"
"11196",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-13,17,0,18365,"High"
"11197",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-18,17,0,18370,"High"
"11198",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-21,18,1,18373,"High"
"11199",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-20,17,1,18372,"High"
"11200",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-11,15,0,18363,"High"
"11201",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-19,17,0,18371,"High"
"11202",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-01,5,0,18353,"High"
"11203",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-06,9,0,18358,"High"
"11204",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-12,16,0,18364,"High"
"11205",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-15,17,0,18367,"High"
"11206",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-05,7,0,18357,"High"
"11207",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-16,17,0,18368,"High"
"11208",17105,"IL","Livingston",37.3,14320,38950,28236,"Nonmetro",2020-04-14,17,0,18366,"High"
"11209",17107,"IL","Logan",49.03,10872,30305,27187,"Nonmetro",2020-04-16,5,0,18368,"High"
"11210",17109,"IL","McDonough",55.33,11292,32612,23299,"Nonmetro",2020-04-24,5,0,18376,"High"
"11211",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-03-25,19,0,18346,"High"
"11212",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-16,279,13,18368,"High"
"11213",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-03-30,52,2,18351,"High"
"11214",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-15,264,11,18367,"High"
"11215",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-03-24,14,0,18345,"High"
"11216",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-03-28,47,2,18349,"High"
"11217",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-03-29,52,2,18350,"High"
"11218",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-13,245,7,18365,"High"
"11219",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-19,340,17,18371,"High"
"11220",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-03-22,12,0,18343,"High"
"11221",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-03-23,12,0,18344,"High"
"11222",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-03-19,6,0,18340,"High"
"11223",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-14,257,8,18366,"High"
"11224",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-12,235,6,18364,"High"
"11225",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-03-21,11,0,18342,"High"
"11226",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-17,306,13,18369,"High"
"11227",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-11,220,6,18363,"High"
"11228",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-09,198,5,18361,"High"
"11229",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-03-20,8,0,18341,"High"
"11230",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-02,81,3,18354,"High"
"11231",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-24,459,27,18376,"High"
"11232",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-18,340,17,18370,"High"
"11233",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-01,69,2,18353,"High"
"11234",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-03-26,27,1,18347,"High"
"11235",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-20,351,17,18372,"High"
"11236",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-03-27,45,1,18348,"High"
"11237",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-08,180,5,18360,"High"
"11238",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-06,144,3,18358,"High"
"11239",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-03-31,63,2,18352,"High"
"11240",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-21,368,20,18373,"High"
"11241",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-23,419,26,18375,"High"
"11242",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-03,102,3,18355,"High"
"11243",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-10,206,5,18362,"High"
"11244",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-07,156,4,18359,"High"
"11245",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-05,133,3,18357,"High"
"11246",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-22,399,22,18374,"High"
"11247",17111,"IL","McHenry",511.89,111812,308760,38047,"Metro",2020-04-04,122,3,18356,"High"
"11248",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-03-24,7,1,18345,"High"
"11249",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-08,65,2,18360,"High"
"11250",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-03-28,10,1,18349,"High"
"11251",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-03-29,14,1,18350,"High"
"11252",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-03-26,7,1,18347,"High"
"11253",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-03-25,7,1,18346,"High"
"11254",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-23,87,3,18375,"High"
"11255",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-24,87,3,18376,"High"
"11256",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-06,46,2,18358,"High"
"11257",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-03-27,10,1,18348,"High"
"11258",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-05,46,2,18357,"High"
"11259",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-16,82,3,18368,"High"
"11260",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-03-22,6,1,18343,"High"
"11261",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-20,86,3,18372,"High"
"11262",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-21,86,3,18373,"High"
"11263",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-09,69,2,18361,"High"
"11264",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-07,57,2,18359,"High"
"11265",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-04,40,2,18356,"High"
"11266",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-03,35,2,18355,"High"
"11267",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-22,86,3,18374,"High"
"11268",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-11,75,2,18363,"High"
"11269",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-17,83,3,18369,"High"
"11270",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-14,81,2,18366,"High"
"11271",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-19,85,3,18371,"High"
"11272",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-15,82,2,18367,"High"
"11273",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-03-23,7,1,18344,"High"
"11274",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-03-21,6,0,18342,"High"
"11275",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-01,19,2,18353,"High"
"11276",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-02,32,2,18354,"High"
"11277",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-12,77,2,18364,"High"
"11278",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-13,79,2,18365,"High"
"11279",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-10,75,2,18362,"High"
"11280",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-04-18,83,3,18370,"High"
"11281",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-03-30,17,1,18351,"High"
"11282",17113,"IL","McLean",143.29,66159,169572,33665,"Metro",2020-03-31,19,2,18352,"High"
"11283",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-07,12,0,18359,"High"
"11284",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-22,93,10,18374,"High"
"11285",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-24,99,10,18376,"High"
"11286",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-10,14,1,18362,"High"
"11287",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-05,6,0,18357,"High"
"11288",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-08,13,1,18360,"High"
"11289",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-09,15,1,18361,"High"
"11290",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-04,5,0,18356,"High"
"11291",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-23,96,10,18375,"High"
"11292",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-21,60,9,18373,"High"
"11293",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-20,55,9,18372,"High"
"11294",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-17,47,6,18369,"High"
"11295",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-11,23,1,18363,"High"
"11296",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-18,55,7,18370,"High"
"11297",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-19,54,7,18371,"High"
"11298",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-06,9,0,18358,"High"
"11299",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-15,44,5,18367,"High"
"11300",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-12,35,1,18364,"High"
"11301",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-16,47,6,18368,"High"
"11302",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-14,45,3,18366,"High"
"11303",17115,"IL","Macon",190.75,44113,110768,28925,"Metro",2020-04-13,42,3,18365,"High"
"11304",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-05,5,0,18357,"High"
"11305",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-18,21,0,18370,"High"
"11306",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-06,7,0,18358,"High"
"11307",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-11,14,0,18363,"High"
"11308",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-13,16,0,18365,"High"
"11309",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-12,16,0,18364,"High"
"11310",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-14,16,0,18366,"High"
"11311",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-07,8,0,18359,"High"
"11312",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-17,17,0,18369,"High"
"11313",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-21,22,0,18373,"High"
"11314",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-22,24,0,18374,"High"
"11315",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-16,18,0,18368,"High"
"11316",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-09,12,0,18361,"High"
"11317",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-08,10,0,18360,"High"
"11318",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-20,20,0,18372,"High"
"11319",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-19,21,0,18371,"High"
"11320",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-10,14,0,18362,"High"
"11321",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-23,24,0,18375,"High"
"11322",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-15,17,0,18367,"High"
"11323",17117,"IL","Macoupin",55.35,18772,47765,28050,"Metro",2020-04-24,25,0,18376,"High"
"11324",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-21,190,10,18373,"High"
"11325",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-03-28,10,0,18349,"High"
"11326",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-20,184,8,18372,"High"
"11327",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-17,157,5,18369,"High"
"11328",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-18,169,5,18370,"High"
"11329",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-23,235,13,18375,"High"
"11330",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-24,268,15,18376,"High"
"11331",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-06,52,0,18358,"High"
"11332",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-19,180,8,18371,"High"
"11333",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-13,115,2,18365,"High"
"11334",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-12,110,2,18364,"High"
"11335",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-11,103,2,18363,"High"
"11336",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-04,47,0,18356,"High"
"11337",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-14,128,2,18366,"High"
"11338",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-16,151,3,18368,"High"
"11339",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-03-26,6,0,18347,"High"
"11340",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-01,25,0,18353,"High"
"11341",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-07,63,1,18359,"High"
"11342",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-05,48,0,18357,"High"
"11343",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-15,135,2,18367,"High"
"11344",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-10,101,2,18362,"High"
"11345",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-03,31,0,18355,"High"
"11346",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-03-27,8,0,18348,"High"
"11347",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-03-31,16,0,18352,"High"
"11348",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-09,89,2,18361,"High"
"11349",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-03-29,12,0,18350,"High"
"11350",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-22,226,13,18374,"High"
"11351",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-08,82,2,18360,"High"
"11352",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-04-02,29,0,18354,"High"
"11353",17119,"IL","Madison",376.31,107413,269282,30802,"Metro",2020-03-30,13,0,18351,"High"
"11354",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-09,10,0,18361,"High"
"11355",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-12,13,0,18364,"High"
"11356",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-14,14,0,18366,"High"
"11357",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-24,26,0,18376,"High"
"11358",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-19,20,0,18371,"High"
"11359",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-10,12,0,18362,"High"
"11360",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-23,25,0,18375,"High"
"11361",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-22,24,0,18374,"High"
"11362",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-13,13,0,18365,"High"
"11363",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-11,13,0,18363,"High"
"11364",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-20,20,0,18372,"High"
"11365",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-21,25,0,18373,"High"
"11366",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-18,19,0,18370,"High"
"11367",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-17,17,0,18369,"High"
"11368",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-16,17,0,18368,"High"
"11369",17121,"IL","Marion",68.9,15913,39437,24727,"Nonmetro",2020-04-15,17,0,18367,"High"
"11370",17125,"IL","Mason",27.2,6027,14666,27111,"Nonmetro",2020-04-24,6,0,18376,"High"
"11371",17125,"IL","Mason",27.2,6027,14666,27111,"Nonmetro",2020-04-21,5,0,18373,"High"
"11372",17125,"IL","Mason",27.2,6027,14666,27111,"Nonmetro",2020-04-22,6,0,18374,"High"
"11373",17125,"IL","Mason",27.2,6027,14666,27111,"Nonmetro",2020-04-20,5,0,18372,"High"
"11374",17125,"IL","Mason",27.2,6027,14666,27111,"Nonmetro",2020-04-23,6,0,18375,"High"
"11375",17131,"IL","Mercer",29.28,6624,16434,28995,"Metro",2020-04-22,5,0,18374,"High"
"11376",17131,"IL","Mercer",29.28,6624,16434,28995,"Metro",2020-04-23,6,0,18375,"High"
"11377",17131,"IL","Mercer",29.28,6624,16434,28995,"Metro",2020-04-24,7,0,18376,"High"
"11378",17131,"IL","Mercer",29.28,6624,16434,28995,"Metro",2020-04-19,5,0,18371,"High"
"11379",17131,"IL","Mercer",29.28,6624,16434,28995,"Metro",2020-04-21,5,0,18373,"High"
"11380",17131,"IL","Mercer",29.28,6624,16434,28995,"Metro",2020-04-18,5,0,18370,"High"
"11381",17131,"IL","Mercer",29.28,6624,16434,28995,"Metro",2020-04-20,5,0,18372,"High"
"11382",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-07,12,1,18359,"High"
"11383",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-10,42,1,18362,"High"
"11384",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-11,43,1,18363,"High"
"11385",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-06,11,0,18358,"High"
"11386",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-04,9,0,18356,"High"
"11387",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-20,54,7,18372,"High"
"11388",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-05,10,0,18357,"High"
"11389",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-12,46,1,18364,"High"
"11390",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-24,62,8,18376,"High"
"11391",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-03,8,0,18355,"High"
"11392",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-08,20,1,18360,"High"
"11393",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-09,35,1,18361,"High"
"11394",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-19,53,7,18371,"High"
"11395",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-21,55,7,18373,"High"
"11396",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-22,58,8,18374,"High"
"11397",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-16,50,5,18368,"High"
"11398",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-13,46,1,18365,"High"
"11399",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-15,49,4,18367,"High"
"11400",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-23,60,8,18375,"High"
"11401",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-18,52,7,18370,"High"
"11402",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-17,52,6,18369,"High"
"11403",17133,"IL","Monroe",85.6,13349,32957,39988,"Metro",2020-04-14,47,3,18366,"High"
"11404",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-14,9,0,18366,"High"
"11405",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-12,8,0,18364,"High"
"11406",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-22,21,0,18374,"High"
"11407",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-19,14,0,18371,"High"
"11408",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-09,6,1,18361,"High"
"11409",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-11,8,0,18363,"High"
"11410",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-16,9,0,18368,"High"
"11411",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-21,17,0,18373,"High"
"11412",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-18,13,0,18370,"High"
"11413",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-20,16,0,18372,"High"
"11414",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-10,8,0,18362,"High"
"11415",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-17,11,0,18369,"High"
"11416",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-13,9,0,18365,"High"
"11417",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-24,23,0,18376,"High"
"11418",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-15,9,0,18367,"High"
"11419",17135,"IL","Montgomery",42.78,11339,30104,24816,"Nonmetro",2020-04-23,21,0,18375,"High"
